ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-000382,SaaS / Tech,account,high,negative,Admin cannot assign custom roles,"Hello,

Workspace admin at NexaTech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-07.",2025-08-25,web,2
TKT-000384,SaaS / Tech,billing,high,positive,Charged $502 for feature never activated,"Hi,

Invoice includes $502 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Thanks,",2025-07-30,web,4
TKT-000389,SaaS / Tech,account,medium,positive,Workspace transfer request stuck pending,"Good morning,

Requested workspace ownership transfer to Jennifer Davis on 2026-02-08. Still shows 'Pending Approval'.

Looking forward to your response.",2025-02-15,mobile,96
TKT-000391,SaaS / Tech,billing,low,negative,Free trial converted to paid without consent,"Dear support team,

Signed up for 14-day trial on 2026-01-28. $237 charge appeared on day 7. Never upgraded. ",2025-06-18,mobile,120
TKT-000396,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,I'm having a serious issue — signed up for 14-day trial on 2026-02-05. $230 charge appeared on day 8. Never upgraded. This is very urgent.,2025-10-12,web,1
TKT-000397,SaaS / Tech,account,high,negative,API key rotation failed silently,"Hey,

Rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete. Please fix this as soon as possible.

Thank you,",2025-11-12,mobile,24
TKT-000398,SaaS / Tech,account,medium,positive,API key rotation failed silently,"Hey,

Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.",2026-02-03,web,8
TKT-000412,SaaS / Tech,billing,medium,negative,Tax exemption not applied,I'm having a serious issue — submitted tax exemption cert for Catalyst Group 12 weeks ago. Still charged 10% sales tax.,2025-11-22,email,48
TKT-000415,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

Apex Ventures account has 30% partner discount agreed with John Singh on 2026-01-26. Renewal invoice REF-11360 doesn't include it. 

Regards,",2025-08-08,email,48
TKT-000416,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"To whom it may concern,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.",2025-03-29,email,24
TKT-000422,SaaS / Tech,technical,high,neutral,Mobile app data sync delay 2–6 hours,"Dear support team,

Web changes take 3 hours to appear on mobile. Field team working with stale data.

Best,",2025-09-10,email,24
TKT-000428,SaaS / Tech,account,medium,negative,2FA enforcement locking out users,"Hello,

After enforcing 2FA on 2026-02-09, 39 users locked out. Setup flow errors after QR scan.",2025-08-18,chat,72
TKT-000429,SaaS / Tech,account,high,neutral,Invited user gets Access Denied after accepting,"Dear support team,

Invited Priya Walker to Meridian Labs workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-10-15,email,8
TKT-000432,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Dear support team,

I'm having a serious issue — auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Thanks,",2025-03-12,email,4
TKT-000434,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"Hello,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.",2025-05-02,mobile,4
TKT-000438,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hi,

Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete.",2025-09-16,web,96
TKT-000442,SaaS / Tech,billing,high,neutral,Still billed for 84 seats after downgrading to 42,"Good morning,

We are Meridian Labs. Downgraded from 84 to 42 seats on 2026-01-21. Latest invoice still shows 84 seats at $639/seat.

Best,",2025-08-27,mobile,2
TKT-000444,SaaS / Tech,technical,medium,neutral,CSV export producing corrupted output,"Hey,

Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-11.

Regards,",2025-08-11,email,12
TKT-000445,SaaS / Tech,account,high,negative,Partner discount missing from renewal,"Hello,

I'm having a serious issue — clearPath Ltd account has 30% partner discount agreed with Daniel Allen on 2025-12-27. Renewal invoice REF-12655 doesn't include it. I am very frustrated.

Thanks,",2026-01-29,email,24
TKT-000447,SaaS / Tech,billing,medium,positive,Free trial converted to paid without consent,"Good morning,

Signed up for 14-day trial on 2026-01-24. $786 charge appeared on day 9. Never upgraded.

Regards,",2025-03-20,mobile,48
TKT-000449,SaaS / Tech,account,high,positive,GDPR export request not fulfilled,"Dear support team,

Submitted GDPR export for Brian Allen on 2026-02-09. No file, no update. Legal deadline approaching.

I expect a quick resolution.",2025-08-19,mobile,4
TKT-000456,SaaS / Tech,account,medium,negative,Workspace transfer request stuck pending,"Hey,

Requested workspace ownership transfer to Samantha Johnson on 2026-01-27. Still shows 'Pending Approval'.

I expect a quick resolution.",2025-11-19,web,8
TKT-000458,SaaS / Tech,technical,high,neutral,REST API intermittent 500 errors,"Hello,

Acme Corp integration receiving HTTP 500 since 2026-02-11. Happens every 17 min. Request IDs: REF-84436, REF-29956.

Best,",2025-09-25,email,12
TKT-000459,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Good afternoon,

Signed up for 14-day trial on 2026-02-02. $506 charge appeared on day 3. Never upgraded. This has been going on for too long.

I expect a quick resolution.",2025-07-01,chat,2
TKT-000466,SaaS / Tech,billing,medium,negative,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 3 weeks. This has been going on for too long.

Regards,",2026-02-01,mobile,96
TKT-000467,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"To whom it may concern,

I'm having a serious issue — import fails at validation for CSVs over 733 rows. Using official template exactly. I need this resolved immediately.",2025-11-17,web,120
TKT-000468,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Hey,

Zenith Digital account has 30% partner discount agreed with Laura Jackson on 2026-02-01. Renewal invoice REF-28028 doesn't include it. 

Thank you,",2025-11-09,web,12
TKT-000470,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"Hey,

This is unacceptable — import fails at validation for CSVs over 427 rows. Using official template exactly. 

Regards,",2025-12-03,web,96
TKT-000472,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Hey,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. This has been going on for too long.

Looking forward to your response.",2025-06-10,web,48
TKT-000474,SaaS / Tech,technical,low,negative,SAML SSO broken after v4.1 update,"Dear support team,

I can't believe that sSO with Azure AD broken since 2026-02-09. Users hit error after authenticating. 

Regards,",2025-02-28,web,24
TKT-000477,SaaS / Tech,account,high,neutral,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Thank you,",2025-08-04,mobile,4
TKT-000478,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"I can't believe that zenith Digital integration receiving HTTP 500 since 2026-02-09. Happens every 8 min. Request IDs: REF-10396, REF-87953. Please fix this as soon as possible.

Looking forward to your response.",2025-05-30,email,8
TKT-000482,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"Good afternoon,

Webhook endpoint for user.updated stopped on 2026-02-10. No outbound attempts in logs. 

I expect a quick resolution.",2025-07-09,mobile,72
TKT-000491,SaaS / Tech,technical,high,neutral,Mobile app data sync delay 2–6 hours,"Hi there,

Web changes take 3 hours to appear on mobile. Field team working with stale data.

Thanks,",2025-04-09,mobile,48
TKT-000493,SaaS / Tech,technical,medium,positive,CSV export producing corrupted output,"Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-10.

Thank you,",2025-09-14,mobile,96
TKT-000496,SaaS / Tech,account,high,negative,Audit logs missing critical actions,Compliance team found permission changes missing from audit log.,2025-09-05,email,8
TKT-000497,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hi there,

Switched to annual plan on 2026-01-14 for 20% discount. Still charged every 30 days. Account: ACC1059436.

Best,",2025-02-16,chat,4
TKT-000499,SaaS / Tech,technical,high,positive,REST API intermittent 500 errors,"Good afternoon,

Synapse IO integration receiving HTTP 500 since 2026-02-10. Happens every 17 min. Request IDs: REF-35623, REF-76044.",2025-10-23,mobile,12
TKT-000502,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Hi,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. Please fix this as soon as possible.",2025-03-08,chat,48
TKT-000507,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"Hi,

This is unacceptable — sSO with Google Workspace broken since 2026-02-10. Users hit error after authenticating.

Looking forward to your response.",2025-12-19,web,4
TKT-000519,SaaS / Tech,billing,high,neutral,Workspace suspended despite payment,"Hi there,

Payment failed on 2026-02-09. Updated and paid within 2 hours. Workspace still suspended 4 days later.

Please help ASAP.",2025-03-23,web,12
TKT-000522,SaaS / Tech,billing,high,negative,Tax exemption not applied,"This is unacceptable — submitted tax exemption cert for Vertex Analytics 10 weeks ago. Still charged 9% sales tax. Please fix this as soon as possible.

Regards,",2025-09-26,chat,12
TKT-000523,SaaS / Tech,account,low,neutral,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Jessica Nelson on 2026-02-11. No file, no update. Legal deadline approaching.",2025-07-15,email,24
TKT-000525,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Brian Harris on 2026-02-02. No file, no update. Legal deadline approaching.

Thank you,",2025-06-13,email,48
TKT-000527,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Dear support team,

I'm having a serious issue — auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. 

Looking forward to your response.",2025-10-26,chat,4
TKT-000530,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hey,

Compliance team found login events missing from audit log.",2025-11-14,mobile,24
TKT-000533,SaaS / Tech,technical,medium,negative,REST API intermittent 500 errors,"Hey,

ClearPath Ltd integration receiving HTTP 500 since 2026-02-10. Happens every 16 min. Request IDs: REF-19159, REF-32170.

I expect a quick resolution.",2025-07-09,web,96
TKT-000535,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Good morning,

Hitting 429 at 252 req/min — well below documented 2000 req/min limit.

Please help ASAP.",2025-11-11,web,8
TKT-000540,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hello,

I can't believe that 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks. 

Thank you,",2025-05-11,web,12
TKT-000543,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Compliance team found login events missing from audit log.

I expect a quick resolution.",2025-03-24,web,48
TKT-000545,SaaS / Tech,billing,high,negative,Tax exemption not applied,Submitted tax exemption cert for ClearPath Ltd 5 weeks ago. Still charged 6% sales tax. Please fix this as soon as possible.,2025-11-30,web,12
TKT-000548,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,"Good afternoon,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-09-20,mobile,8
TKT-000552,SaaS / Tech,technical,high,positive,CSV export producing corrupted output,"Hi,

Every export generates corrupted CSV. Columns misaligned, garbled characters (Ã©). Started 2026-02-08.

Thanks,",2025-06-10,web,8
TKT-000554,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hi there,

Hitting 429 at 307 req/min — well below documented 2000 req/min limit. 

Please help ASAP.",2025-08-27,web,8
TKT-000558,SaaS / Tech,billing,medium,positive,Invoice PDF download returns 403 error,"Hi,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 6 weeks.

Regards,",2025-03-04,mobile,8
TKT-000561,SaaS / Tech,technical,high,negative,Dashboard loading 73+ seconds,"To whom it may concern,

Main analytics dashboard takes 55+ seconds since 2026-02-09. Team of 43 blocked.

Best,",2026-02-06,email,1
TKT-000565,SaaS / Tech,account,low,neutral,Admin cannot assign custom roles,"Hello,

Workspace admin at NovaFlow cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-06.",2025-11-18,mobile,96
TKT-000567,SaaS / Tech,technical,high,negative,SAML SSO broken after v3.4 update,"To whom it may concern,

I'm having a serious issue — sSO with Google Workspace broken since 2026-02-07. Users hit error after authenticating.",2025-03-17,email,48
